,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,face_d1,face_s1,hand_s1,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,face_d2,face_s2,hand_s2,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,face_d3,face_s3,hand_s3,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,face_d4,face_s4,hand_s4,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,face_d5,face_s5,hand_s5,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,face_d6,face_s6,hand_s6,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33,x34,y34,z34,v34,x35,y35,z35,v35,face_d7,face_s7,hand_s7,x36,y36,z36,v36,x37,y37,z37,v37,x38,y38,z38,v38,x39,y39,z39,v39,x40,y40,z40,v40,face_d8,face_s8,hand_s8,x41,y41,z41,v41,x42,y42,z42,v42,x43,y43,z43,v43,x44,y44,z44,v44,x45,y45,z45,v45,face_d9,face_s9,hand_s9,x46,y46,z46,v46,x47,y47,z47,v47,x48,y48,z48,v48,x49,y49,z49,v49,x50,y50,z50,v50,face_d10,face_s10,hand_s10,x51,y51,z51,v51,x52,y52,z52,v52,x53,y53,z53,v53,x54,y54,z54,v54,x55,y55,z55,v55,face_d11,face_s11,hand_s11,x56,y56,z56,v56,x57,y57,z57,v57,x58,y58,z58,v58,x59,y59,z59,v59,x60,y60,z60,v60,face_d12,face_s12,hand_s12,x61,y61,z61,v61,x62,y62,z62,v62,x63,y63,z63,v63,x64,y64,z64,v64,x65,y65,z65,v65,face_d13,face_s13,hand_s13,x66,y66,z66,v66,x67,y67,z67,v67,x68,y68,z68,v68,x69,y69,z69,v69,x70,y70,z70,v70,face_d14,face_s14,hand_s14,x71,y71,z71,v71,x72,y72,z72,v72,x73,y73,z73,v73,x74,y74,z74,v74,x75,y75,z75,v75,face_d15,face_s15,hand_s15
CelingakCelinguk,0.6633683443069458,0.6156070828437805,-1.454207420349121,0.9993060827255249,0.693122148513794,0.566381573677063,-0.7844752669334412,0.9984321594238281,0.47293904423713684,0.568661093711853,-0.8831452131271362,0.9990217089653015,0.13616012036800385,1.5982210636138916,-1.0638750791549683,0.06317128241062164,0.13616012036800385,1.5982210636138916,-1.0638750791549683,0.06317128241062164,Tengah,0,0,0.6020966172218323,0.608971357345581,-1.4376814365386963,0.9993659257888794,0.6885352730751038,0.5676365494728088,-0.784789502620697,0.9985648393630981,0.47246044874191284,0.5648328065872192,-0.7477837204933167,0.9991066455841064,0.12849515676498413,1.5688586235046387,-1.2425693273544312,0.06705372035503387,0.12849515676498413,1.5688586235046387,-1.2425693273544312,0.06705372035503387,Tengah,0,0,0.47451549768447876,0.6094059944152832,-0.9952896237373352,0.999205470085144,0.6579250693321228,0.5715596675872803,-0.8164962530136108,0.9983155131340027,0.4682326316833496,0.5628847479820251,-0.42683687806129456,0.9988811016082764,0.10952974110841751,1.5639758110046387,-0.1957906037569046,0.06384315341711044,0.10952974110841751,1.5639758110046387,-0.1957906037569046,0.06384315341711044,Tengah,0,0,0.4259168803691864,0.6163885593414307,-0.851178765296936,0.9991735219955444,0.6238468289375305,0.5742959976196289,-0.8153843879699707,0.9982525706291199,0.4531993269920349,0.5629127621650696,-0.32256415486335754,0.9988420605659485,0.10263506323099136,1.5650962591171265,-0.23653560876846313,0.06162184476852417,0.10263506323099136,1.5650962591171265,-0.23653560876846313,0.06162184476852417,Tengah,0,0,0.5408961772918701,0.6186486482620239,-1.3204811811447144,0.9992411732673645,0.6264980435371399,0.5714573264122009,-0.7760621905326843,0.9983883500099182,0.4503445029258728,0.5718923807144165,-0.6933804750442505,0.9989337921142578,0.11543555557727814,1.581367015838623,-0.876847505569458,0.061328694224357605,0.11543555557727814,1.581367015838623,-0.876847505569458,0.061328694224357605,Tengah,0,0,0.6516045331954956,0.6186071634292603,-1.3077030181884766,0.9989814758300781,0.6295533776283264,0.5668761134147644,-0.690155029296875,0.9978848695755005,0.46740996837615967,0.5716151595115662,-0.8309409618377686,0.9984370470046997,0.11431460827589035,1.6238114833831787,-0.9141693115234375,0.06163410469889641,0.11431460827589035,1.6238114833831787,-0.9141693115234375,0.06163410469889641,Kiri,0,0,0.6242243647575378,0.6184119582176208,-1.5723155736923218,0.9990540146827698,0.6670792698860168,0.56655353307724,-0.9098491072654724,0.9980149865150452,0.465272456407547,0.5717219114303589,-0.9108943939208984,0.9985527396202087,0.1283339560031891,1.6189348697662354,-0.6722050905227661,0.06474384665489197,0.1283339560031891,1.6189348697662354,-0.6722050905227661,0.06474384665489197,Tengah,0,0,0.47545894980430603,0.6192983984947205,-0.9447654485702515,0.9990689754486084,0.6469502449035645,0.5710633397102356,-0.8748587965965271,0.9980792999267578,0.46272024512290955,0.567875325679779,-0.3835188150405884,0.9985790252685547,0.12642958760261536,1.583843469619751,-0.20806312561035156,0.0616886280477047,0.12642958760261536,1.583843469619751,-0.20806312561035156,0.0616886280477047,Tengah,0,0,0.39997726678848267,0.6193522214889526,-0.7795770764350891,0.9989349246025085,0.6072049140930176,0.5730229616165161,-0.8884087800979614,0.997956395149231,0.461612343788147,0.5676777958869934,-0.2832305431365967,0.9984205365180969,0.12564325332641602,1.583539605140686,-0.1346042901277542,0.05808648839592934,0.12564325332641602,1.583539605140686,-0.1346042901277542,0.05808648839592934,Tengah,0,0,0.44289180636405945,0.6196719408035278,-1.1719149351119995,0.9990214109420776,0.6128489971160889,0.5740396976470947,-0.8307231664657593,0.9981205463409424,0.43332207202911377,0.5682766437530518,-0.32181861996650696,0.9985489249229431,0.12225369364023209,1.5836509466171265,-0.7341565489768982,0.05777255818247795,0.12225369364023209,1.5836509466171265,-0.7341565489768982,0.05777255818247795,Tengah,0,0,0.6008155941963196,0.6036784648895264,-1.342524528503418,0.9991022944450378,0.6208806037902832,0.5540880560874939,-0.7329195141792297,0.9982696175575256,0.4373827576637268,0.5675567388534546,-0.7297658324241638,0.9986652731895447,0.1175951436161995,1.6018153429031372,-1.055840253829956,0.05851789563894272,0.1175951436161995,1.6018153429031372,-1.055840253829956,0.05851789563894272,Tengah,0,0,0.644840657711029,0.6086215376853943,-1.4162440299987793,0.9991282224655151,0.6402206420898438,0.5549588203430176,-0.7448200583457947,0.9982922673225403,0.4489425718784332,0.5679783225059509,-0.8921506404876709,0.9987034201622009,0.11824099719524384,1.6103531122207642,-1.1096330881118774,0.05977408215403557,0.11824099719524384,1.6103531122207642,-1.1096330881118774,0.05977408215403557,Kiri,0,0,0.6186134815216064,0.6080085039138794,-1.4994052648544312,0.9991764426231384,0.6501168012619019,0.5569331645965576,-0.8949945569038391,0.9983874559402466,0.44514596462249756,0.5678752660751343,-0.8407098650932312,0.9987837076187134,0.12147711217403412,1.6096988916397095,-0.975437581539154,0.06020250543951988,0.12147711217403412,1.6096988916397095,-0.975437581539154,0.06020250543951988,Tengah,0,0,0.44549131393432617,0.6057884097099304,-0.8723766207695007,0.9991688132286072,0.6340010166168213,0.5619301795959473,-0.8726656436920166,0.998371958732605,0.4447668492794037,0.560249388217926,-0.3496517837047577,0.9987581372261047,0.12134923785924911,1.604358434677124,-0.2035176157951355,0.05698573589324951,0.12134923785924911,1.604358434677124,-0.2035176157951355,0.05698573589324951,Tengah,0,0,0.4661678075790405,0.599232017993927,-1.1566904783248901,0.9992313981056213,0.6341999769210815,0.5633285641670227,-0.8612510561943054,0.9984964728355408,0.4389723837375641,0.5553336143493652,-0.49087995290756226,0.9988466501235962,0.12133792787790298,1.5891765356063843,-0.8030627965927124,0.05694202333688736,0.12133792787790298,1.5891765356063843,-0.8030627965927124,0.05694202333688736,Tengah,0,0
